date,start_min,end_min,category,status,leader_attending
2025-10-15,660,720,customer,confirmed,yes
2025-10-15,750,780,break,confirmed,yes
2025-10-15,900,990,personal_appointment,confirmed,yes
2025-10-16,540,600,meeting,confirmed,yes
2025-10-16,660,720,customer,confirmed,yes
2025-10-16,750,780,break,confirmed,yes
2025-10-17,540,600,meeting,confirmed,yes
2025-10-17,660,720,customer,confirmed,yes
2025-10-17,750,780,break,confirmed,yes
2025-10-20,540,600,meeting,confirmed,yes
2025-10-20,660,720,customer,confirmed,yes
2025-10-20,750,780,break,confirmed,yes
2025-10-21,540,600,meeting,confirmed,yes
2025-10-21,660,720,customer,confirmed,yes
2025-10-21,750,780,break,confirmed,yes
2025-10-22,540,600,meeting,confirmed,yes
2025-10-22,660,720,customer,confirmed,yes
2025-10-22,750,780,break,confirmed,yes
2025-10-23,540,600,meeting,confirmed,yes
2025-10-23,660,720,customer,confirmed,yes
2025-10-23,750,780,break,confirmed,yes
2025-10-24,540,600,meeting,confirmed,yes
2025-10-24,660,720,customer,confirmed,yes
2025-10-24,750,780,break,confirmed,yes
2025-10-27,540,600,meeting,confirmed,yes
2025-10-27,660,720,customer,confirmed,yes
2025-10-27,750,780,break,confirmed,yes
2025-10-28,540,600,meeting,confirmed,yes
2025-10-28,660,720,customer,confirmed,yes
2025-10-28,750,780,break,confirmed,yes
2025-10-28,900,960,team,tentative,yes
2025-10-28,900,960,meeting,declined,yes
2025-10-29,540,600,meeting,confirmed,yes
2025-10-29,660,720,customer,confirmed,yes
2025-10-29,750,780,break,confirmed,yes
2025-10-30,540,600,meeting,confirmed,yes
2025-10-30,660,720,customer,confirmed,yes
2025-10-30,750,780,break,confirmed,yes
2025-10-31,540,600,meeting,confirmed,yes
2025-10-31,660,720,customer,confirmed,yes
2025-10-31,750,780,break,confirmed,yes
2025-11-03,540,600,meeting,confirmed,yes
2025-11-03,660,720,customer,confirmed,yes
2025-11-03,750,780,break,confirmed,yes
2025-11-04,540,600,meeting,confirmed,yes
2025-11-04,660,720,customer,confirmed,yes
2025-11-04,750,780,break,confirmed,yes
2025-11-05,540,600,meeting,confirmed,yes
2025-11-05,660,720,customer,confirmed,yes
2025-11-05,750,780,break,confirmed,yes
2025-11-06,540,600,meeting,confirmed,yes
2025-11-06,660,720,customer,confirmed,yes
2025-11-06,750,780,break,confirmed,yes
2025-11-07,540,600,meeting,confirmed,yes
2025-11-07,660,720,customer,confirmed,yes
2025-11-07,750,780,break,confirmed,yes
2025-11-10,540,600,meeting,confirmed,yes
2025-11-10,660,720,customer,confirmed,yes
2025-11-10,750,780,break,confirmed,yes
2025-11-11,540,600,meeting,confirmed,yes
2025-11-11,660,720,customer,confirmed,yes
2025-11-11,750,780,break,confirmed,yes
2025-11-12,540,600,meeting,confirmed,yes
2025-11-12,660,720,customer,confirmed,yes
2025-11-12,750,780,break,confirmed,yes
2025-11-13,540,600,meeting,confirmed,yes
2025-11-13,660,720,customer,confirmed,yes
2025-11-13,750,780,break,confirmed,yes
2025-11-14,540,600,meeting,confirmed,yes
2025-11-14,660,720,customer,confirmed,yes
2025-11-14,750,780,break,confirmed,yes
2025-11-17,480,1050,sick,confirmed,yes
2025-11-18,540,600,meeting,confirmed,yes
2025-11-18,660,720,customer,confirmed,yes
2025-11-18,750,780,break,confirmed,yes
2025-11-19,540,600,meeting,confirmed,yes
2025-11-19,660,720,customer,confirmed,yes
2025-11-19,750,780,break,confirmed,yes
2025-11-20,540,600,meeting,confirmed,yes
2025-11-20,660,720,customer,confirmed,yes
2025-11-20,750,780,break,confirmed,yes
2025-11-21,540,600,meeting,confirmed,yes
2025-11-21,660,720,customer,confirmed,yes
2025-11-21,750,780,break,confirmed,yes
2025-11-24,540,600,meeting,confirmed,yes
2025-11-24,660,720,customer,confirmed,yes
2025-11-24,750,780,break,confirmed,yes
2025-11-25,540,600,meeting,confirmed,yes
2025-11-25,660,720,customer,confirmed,yes
2025-11-25,750,780,break,confirmed,yes
2025-11-26,540,600,meeting,confirmed,yes
2025-11-26,660,720,customer,confirmed,yes
2025-11-26,750,780,break,confirmed,yes
2025-11-27,540,600,meeting,confirmed,yes
2025-11-27,660,720,customer,confirmed,yes
2025-11-27,750,780,break,confirmed,yes
2025-11-28,540,600,meeting,confirmed,yes
2025-11-28,660,720,customer,confirmed,yes
2025-11-28,750,780,break,confirmed,yes
2025-12-01,540,600,meeting,confirmed,yes
2025-12-01,660,720,customer,confirmed,yes
2025-12-01,750,780,break,confirmed,yes
2025-12-02,540,600,meeting,confirmed,yes
2025-12-02,660,720,customer,confirmed,yes
2025-12-02,750,780,break,confirmed,yes
2025-12-02,900,960,team,confirmed,no
2025-12-03,540,600,meeting,confirmed,yes
2025-12-03,660,720,customer,confirmed,yes
2025-12-03,750,780,break,confirmed,yes
2025-12-04,540,600,meeting,confirmed,yes
2025-12-04,660,720,customer,confirmed,yes
2025-12-04,750,780,break,confirmed,yes
2025-12-04,900,960,team,confirmed,no
2025-12-05,540,600,meeting,confirmed,yes
2025-12-05,660,720,customer,confirmed,yes
2025-12-05,750,780,break,confirmed,yes
2025-12-08,540,600,meeting,confirmed,yes
2025-12-08,660,720,customer,confirmed,yes
2025-12-08,750,780,break,confirmed,yes
2025-12-09,540,600,meeting,confirmed,yes
2025-12-09,660,720,customer,confirmed,yes
2025-12-09,750,780,break,confirmed,yes
2025-12-10,540,600,meeting,confirmed,yes
2025-12-10,660,720,customer,confirmed,yes
2025-12-10,750,780,break,confirmed,yes
2025-12-11,540,600,meeting,confirmed,yes
2025-12-11,660,720,customer,confirmed,yes
2025-12-11,750,780,break,confirmed,yes
2025-12-12,540,600,meeting,confirmed,yes
2025-12-12,660,720,customer,confirmed,yes
2025-12-12,750,780,break,confirmed,yes
2025-12-15,540,600,meeting,confirmed,yes
2025-12-15,660,720,customer,confirmed,yes
2025-12-15,750,780,break,confirmed,yes
2025-12-15,900,990,personal_appointment,confirmed,yes
2025-12-16,540,600,meeting,confirmed,yes
2025-12-16,660,720,customer,confirmed,yes
2025-12-16,750,780,break,confirmed,yes
2025-12-17,540,600,meeting,confirmed,yes
2025-12-17,660,720,customer,confirmed,yes
2025-12-17,750,780,break,confirmed,yes
2025-12-17,900,960,team,confirmed,no
2025-12-18,540,600,meeting,confirmed,yes
2025-12-18,660,720,customer,confirmed,yes
2025-12-18,750,780,break,confirmed,yes
2025-12-19,540,600,meeting,confirmed,yes
2025-12-19,660,720,customer,confirmed,yes
2025-12-19,750,780,break,confirmed,yes
2025-12-22,540,600,meeting,confirmed,yes
2025-12-22,660,720,customer,confirmed,yes
2025-12-22,750,780,break,confirmed,yes
2025-12-23,540,600,meeting,confirmed,yes
2025-12-23,660,720,customer,confirmed,yes
2025-12-23,750,780,break,confirmed,yes
2025-12-24,540,600,meeting,confirmed,yes
2025-12-24,660,720,customer,confirmed,yes
2025-12-24,750,780,break,confirmed,yes
2025-12-25,480,1050,holiday,confirmed,yes
2025-12-26,540,600,meeting,confirmed,yes
2025-12-26,660,720,customer,confirmed,yes
2025-12-26,750,780,break,confirmed,yes
2025-12-29,540,600,meeting,confirmed,yes
2025-12-29,660,720,customer,confirmed,yes
2025-12-29,750,780,break,confirmed,yes
2025-12-29,900,960,team,tentative,yes
2025-12-30,540,600,meeting,confirmed,yes
2025-12-30,660,720,customer,confirmed,yes
2025-12-30,750,780,break,confirmed,yes
2025-12-31,540,600,meeting,confirmed,yes
2025-12-31,660,720,customer,confirmed,yes
2025-12-31,750,780,break,confirmed,yes
2026-01-01,480,1050,holiday,confirmed,yes
2026-01-02,540,600,meeting,confirmed,yes
2026-01-02,660,720,customer,confirmed,yes
2026-01-02,750,780,break,confirmed,yes
2026-01-05,540,600,meeting,confirmed,yes
2026-01-05,660,720,customer,confirmed,yes
2026-01-05,750,780,break,confirmed,yes
2026-01-05,900,960,meeting,declined,yes
2026-01-06,540,600,meeting,confirmed,yes
2026-01-06,660,720,customer,confirmed,yes
2026-01-06,750,780,break,confirmed,yes
2026-01-07,540,600,meeting,confirmed,yes
2026-01-07,660,720,customer,confirmed,yes
2026-01-07,750,780,break,confirmed,yes
2026-01-08,540,600,meeting,confirmed,yes
2026-01-08,660,720,customer,confirmed,yes
2026-01-08,750,780,break,confirmed,yes
2026-01-08,900,960,team,confirmed,no
2026-01-09,540,600,meeting,confirmed,yes
2026-01-09,660,720,customer,confirmed,yes
2026-01-09,750,780,break,confirmed,yes
2026-01-12,540,600,meeting,confirmed,yes
2026-01-12,660,720,customer,confirmed,yes
2026-01-12,750,780,break,confirmed,yes
2026-01-13,540,600,meeting,confirmed,yes
2026-01-13,660,720,customer,confirmed,yes
2026-01-13,750,780,break,confirmed,yes
2026-01-14,540,600,meeting,confirmed,yes
2026-01-14,660,720,customer,confirmed,yes
2026-01-14,750,780,break,confirmed,yes
2026-01-15,540,600,meeting,confirmed,yes
2026-01-15,660,720,customer,confirmed,yes
2026-01-15,750,780,break,confirmed,yes
2026-01-15,900,990,personal_appointment,confirmed,yes
2026-01-16,540,600,meeting,confirmed,yes
2026-01-16,660,720,customer,confirmed,yes
2026-01-16,750,780,break,confirmed,yes
2026-01-16,900,960,team,tentative,yes
2026-01-19,540,600,meeting,confirmed,yes
2026-01-19,660,720,customer,confirmed,yes
2026-01-19,750,780,break,confirmed,yes
2026-01-20,540,600,meeting,confirmed,yes
2026-01-20,660,720,customer,confirmed,yes
2026-01-20,750,780,break,confirmed,yes
2026-01-20,900,960,team,tentative,yes
2026-01-21,540,600,meeting,confirmed,yes
2026-01-21,660,720,customer,confirmed,yes
2026-01-21,750,780,break,confirmed,yes
2026-01-22,540,600,meeting,confirmed,yes
2026-01-22,660,720,customer,confirmed,yes
2026-01-22,750,780,break,confirmed,yes
2026-01-23,540,600,meeting,confirmed,yes
2026-01-23,660,720,customer,confirmed,yes
2026-01-23,750,780,break,confirmed,yes
2026-01-26,540,600,meeting,confirmed,yes
2026-01-26,660,720,customer,confirmed,yes
2026-01-26,750,780,break,confirmed,yes
2026-01-26,900,960,team,tentative,yes
2026-01-27,540,600,meeting,confirmed,yes
2026-01-27,660,720,customer,confirmed,yes
2026-01-27,750,780,break,confirmed,yes
2026-01-28,540,600,meeting,confirmed,yes
2026-01-28,660,720,customer,confirmed,yes
2026-01-28,750,780,break,confirmed,yes
2026-01-29,540,600,meeting,confirmed,yes
2026-01-29,660,720,customer,confirmed,yes
2026-01-29,750,780,break,confirmed,yes
2026-01-30,540,600,meeting,confirmed,yes
2026-01-30,660,720,customer,confirmed,yes
2026-01-30,750,780,break,confirmed,yes
2026-02-02,540,600,meeting,confirmed,yes
2026-02-02,660,720,customer,confirmed,yes
2026-02-02,750,780,break,confirmed,yes
2026-02-03,540,600,meeting,confirmed,yes
2026-02-03,660,720,customer,confirmed,yes
2026-02-03,750,780,break,confirmed,yes
2026-02-04,540,600,meeting,confirmed,yes
2026-02-04,660,720,customer,confirmed,yes
2026-02-04,750,780,break,confirmed,yes
2026-02-05,540,600,meeting,confirmed,yes
2026-02-05,660,720,customer,confirmed,yes
2026-02-05,750,780,break,confirmed,yes
2026-02-05,900,960,team,tentative,yes
2026-02-06,540,600,meeting,confirmed,yes
2026-02-06,660,720,customer,confirmed,yes
2026-02-06,750,780,break,confirmed,yes
2026-02-09,540,600,meeting,confirmed,yes
2026-02-09,660,720,customer,confirmed,yes
2026-02-09,750,780,break,confirmed,yes
2026-02-10,540,600,meeting,confirmed,yes
2026-02-10,660,720,customer,confirmed,yes
2026-02-10,750,780,break,confirmed,yes
2026-02-11,540,600,meeting,confirmed,yes
2026-02-11,660,720,customer,confirmed,yes
2026-02-11,750,780,break,confirmed,yes
2026-02-12,540,600,meeting,confirmed,yes
2026-02-12,660,720,customer,confirmed,yes
2026-02-12,750,780,break,confirmed,yes
2026-02-13,540,600,meeting,confirmed,yes
2026-02-13,660,720,customer,confirmed,yes
2026-02-13,750,780,break,confirmed,yes
2026-02-13,900,960,team,tentative,yes
2026-02-16,540,600,meeting,confirmed,yes
2026-02-16,660,720,customer,confirmed,yes
2026-02-16,750,780,break,confirmed,yes
2026-02-17,480,1050,sick,confirmed,yes
2026-02-18,540,600,meeting,confirmed,yes
2026-02-18,660,720,customer,confirmed,yes
2026-02-18,750,780,break,confirmed,yes
2026-02-19,540,600,meeting,confirmed,yes
2026-02-19,660,720,customer,confirmed,yes
2026-02-19,750,780,break,confirmed,yes
2026-02-20,540,600,meeting,confirmed,yes
2026-02-20,660,720,customer,confirmed,yes
2026-02-20,750,780,break,confirmed,yes
2026-02-23,540,600,meeting,confirmed,yes
2026-02-23,660,720,customer,confirmed,yes
2026-02-23,750,780,break,confirmed,yes
2026-02-24,540,600,meeting,confirmed,yes
2026-02-24,660,720,customer,confirmed,yes
2026-02-24,750,780,break,confirmed,yes
2026-02-25,540,600,meeting,confirmed,yes
2026-02-25,660,720,customer,confirmed,yes
2026-02-25,750,780,break,confirmed,yes
2026-02-26,540,600,meeting,confirmed,yes
2026-02-26,660,720,customer,confirmed,yes
2026-02-26,750,780,break,confirmed,yes
2026-02-27,540,600,meeting,confirmed,yes
2026-02-27,660,720,customer,confirmed,yes
2026-02-27,750,780,break,confirmed,yes
2026-03-02,540,600,meeting,confirmed,yes
2026-03-02,660,720,customer,confirmed,yes
2026-03-02,750,780,break,confirmed,yes
2026-03-03,540,600,meeting,confirmed,yes
2026-03-03,660,720,customer,confirmed,yes
2026-03-03,750,780,break,confirmed,yes
2026-03-03,900,960,team,tentative,yes
2026-03-04,540,600,meeting,confirmed,yes
2026-03-04,660,720,customer,confirmed,yes
2026-03-04,750,780,break,confirmed,yes
2026-03-05,540,600,meeting,confirmed,yes
2026-03-05,660,720,customer,confirmed,yes
2026-03-05,750,780,break,confirmed,yes
2026-03-06,540,600,meeting,confirmed,yes
2026-03-06,660,720,customer,confirmed,yes
2026-03-06,750,780,break,confirmed,yes
2026-03-09,540,600,meeting,confirmed,yes
2026-03-09,660,720,customer,confirmed,yes
2026-03-09,750,780,break,confirmed,yes
2026-03-10,540,600,meeting,confirmed,yes
2026-03-10,660,720,customer,confirmed,yes
2026-03-10,750,780,break,confirmed,yes
2026-03-11,540,600,meeting,confirmed,yes
2026-03-11,660,720,customer,confirmed,yes
2026-03-11,750,780,break,confirmed,yes
2026-03-12,540,600,meeting,confirmed,yes
2026-03-12,660,720,customer,confirmed,yes
2026-03-12,750,780,break,confirmed,yes
2026-03-13,540,600,meeting,confirmed,yes
2026-03-13,660,720,customer,confirmed,yes
2026-03-13,750,780,break,confirmed,yes
2026-03-16,540,600,meeting,confirmed,yes
2026-03-16,660,720,customer,confirmed,yes
2026-03-16,750,780,break,confirmed,yes
2026-03-16,900,960,team,tentative,yes
2026-03-17,540,600,meeting,confirmed,yes
2026-03-17,660,720,customer,confirmed,yes
2026-03-17,750,780,break,confirmed,yes
2026-03-18,540,600,meeting,confirmed,yes
2026-03-18,660,720,customer,confirmed,yes
2026-03-18,750,780,break,confirmed,yes
2026-03-19,540,600,meeting,confirmed,yes
2026-03-19,660,720,customer,confirmed,yes
2026-03-19,750,780,break,confirmed,yes
2026-03-19,900,960,team,confirmed,no
2026-03-20,540,600,meeting,confirmed,yes
2026-03-20,660,720,customer,confirmed,yes
2026-03-20,750,780,break,confirmed,yes
2026-03-23,540,600,meeting,confirmed,yes
2026-03-23,660,720,customer,confirmed,yes
2026-03-23,750,780,break,confirmed,yes
2026-03-24,540,600,meeting,confirmed,yes
2026-03-24,660,720,customer,confirmed,yes
2026-03-24,750,780,break,confirmed,yes
2026-03-25,540,600,meeting,confirmed,yes
2026-03-25,660,720,customer,confirmed,yes
2026-03-25,750,780,break,confirmed,yes
2026-03-26,540,600,meeting,confirmed,yes
2026-03-26,660,720,customer,confirmed,yes
2026-03-26,750,780,break,confirmed,yes
2026-03-27,540,600,meeting,confirmed,yes
2026-03-27,660,720,customer,confirmed,yes
2026-03-27,750,780,break,confirmed,yes
2026-03-30,540,600,meeting,confirmed,yes
2026-03-30,660,720,customer,confirmed,yes
2026-03-30,750,780,break,confirmed,yes
2026-03-31,540,600,meeting,confirmed,yes
2026-03-31,660,720,customer,confirmed,yes
2026-03-31,750,780,break,confirmed,yes
2026-03-31,900,960,team,tentative,yes
2026-04-01,540,600,meeting,confirmed,yes
2026-04-01,660,720,customer,confirmed,yes
2026-04-01,750,780,break,confirmed,yes
2026-04-02,540,600,meeting,confirmed,yes
2026-04-02,660,720,customer,confirmed,yes
2026-04-02,750,780,break,confirmed,yes
2026-04-03,540,600,meeting,confirmed,yes
2026-04-03,660,720,customer,confirmed,yes
2026-04-03,750,780,break,confirmed,yes
2026-04-06,540,600,meeting,confirmed,yes
2026-04-06,660,720,customer,confirmed,yes
2026-04-06,750,780,break,confirmed,yes
2026-04-07,540,600,meeting,confirmed,yes
2026-04-07,660,720,customer,confirmed,yes
2026-04-07,750,780,break,confirmed,yes
2026-04-08,540,600,meeting,confirmed,yes
2026-04-08,660,720,customer,confirmed,yes
2026-04-08,750,780,break,confirmed,yes
2026-04-09,540,600,meeting,confirmed,yes
2026-04-09,660,720,customer,confirmed,yes
2026-04-09,750,780,break,confirmed,yes
2026-04-10,540,600,meeting,confirmed,yes
2026-04-10,660,720,customer,confirmed,yes
2026-04-10,750,780,break,confirmed,yes
2026-04-10,900,960,team,confirmed,no
2026-04-13,540,600,meeting,confirmed,yes
2026-04-13,660,720,customer,confirmed,yes
2026-04-13,750,780,break,confirmed,yes
2026-04-14,540,600,meeting,confirmed,yes
2026-04-14,660,720,customer,confirmed,yes
2026-04-14,750,780,break,confirmed,yes
2026-04-15,540,600,meeting,confirmed,yes
2026-04-15,660,720,customer,confirmed,yes
2026-04-15,750,780,break,confirmed,yes
2026-04-15,900,990,personal_appointment,confirmed,yes
2026-04-15,900,960,meeting,declined,yes
2026-04-16,540,600,meeting,confirmed,yes
2026-04-16,660,720,customer,confirmed,yes
2026-04-16,750,780,break,confirmed,yes
2026-04-17,540,600,meeting,confirmed,yes
2026-04-17,660,720,customer,confirmed,yes
2026-04-17,750,780,break,confirmed,yes
2026-04-20,540,600,meeting,confirmed,yes
2026-04-20,660,720,customer,confirmed,yes
2026-04-20,750,780,break,confirmed,yes
2026-04-21,540,600,meeting,confirmed,yes
2026-04-21,660,720,customer,confirmed,yes
2026-04-21,750,780,break,confirmed,yes
2026-04-22,540,600,meeting,confirmed,yes
2026-04-22,660,720,customer,confirmed,yes
2026-04-22,750,780,break,confirmed,yes
2026-04-23,540,600,meeting,confirmed,yes
2026-04-23,660,720,customer,confirmed,yes
2026-04-23,750,780,break,confirmed,yes
2026-04-24,540,600,meeting,confirmed,yes
2026-04-24,660,720,customer,confirmed,yes
2026-04-24,750,780,break,confirmed,yes
2026-04-27,540,600,meeting,confirmed,yes
2026-04-27,660,720,customer,confirmed,yes
2026-04-27,750,780,break,confirmed,yes
2026-04-28,540,600,meeting,confirmed,yes
2026-04-28,660,720,customer,confirmed,yes
2026-04-28,750,780,break,confirmed,yes
2026-04-29,540,600,meeting,confirmed,yes
2026-04-29,660,720,customer,confirmed,yes
2026-04-29,750,780,break,confirmed,yes
2026-04-30,540,600,meeting,confirmed,yes
2026-04-30,660,720,customer,confirmed,yes
2026-04-30,750,780,break,confirmed,yes
2026-05-01,540,600,meeting,confirmed,yes
2026-05-01,660,720,customer,confirmed,yes
2026-05-01,750,780,break,confirmed,yes
2026-05-04,540,600,meeting,confirmed,yes
2026-05-04,660,720,customer,confirmed,yes
2026-05-04,750,780,break,confirmed,yes
2026-05-05,540,600,meeting,confirmed,yes
2026-05-05,660,720,customer,confirmed,yes
2026-05-05,750,780,break,confirmed,yes
2026-05-06,540,600,meeting,confirmed,yes
2026-05-06,660,720,customer,confirmed,yes
2026-05-06,750,780,break,confirmed,yes
2026-05-07,540,600,meeting,confirmed,yes
2026-05-07,660,720,customer,confirmed,yes
2026-05-07,750,780,break,confirmed,yes
2026-05-08,540,600,meeting,confirmed,yes
2026-05-08,660,720,customer,confirmed,yes
2026-05-08,750,780,break,confirmed,yes
2026-05-11,540,600,meeting,confirmed,yes
2026-05-11,660,720,customer,confirmed,yes
2026-05-11,750,780,break,confirmed,yes
2026-05-12,540,600,meeting,confirmed,yes
2026-05-12,660,720,customer,confirmed,yes
2026-05-12,750,780,break,confirmed,yes
2026-05-12,900,960,team,tentative,yes
2026-05-13,540,600,meeting,confirmed,yes
2026-05-13,660,720,customer,confirmed,yes
2026-05-13,750,780,break,confirmed,yes
2026-05-14,540,600,meeting,confirmed,yes
2026-05-14,660,720,customer,confirmed,yes
2026-05-14,750,780,break,confirmed,yes
2026-05-14,900,960,team,tentative,yes
2026-05-15,540,600,meeting,confirmed,yes
2026-05-15,660,720,customer,confirmed,yes
2026-05-15,750,780,break,confirmed,yes
2026-05-15,900,990,personal_appointment,confirmed,yes
2026-05-15,900,960,team,tentative,yes
2026-05-18,540,600,meeting,confirmed,yes
2026-05-18,660,720,customer,confirmed,yes
2026-05-18,750,780,break,confirmed,yes
2026-05-19,540,600,meeting,confirmed,yes
2026-05-19,660,720,customer,confirmed,yes
2026-05-19,750,780,break,confirmed,yes
2026-05-20,540,600,meeting,confirmed,yes
2026-05-20,660,720,customer,confirmed,yes
2026-05-20,750,780,break,confirmed,yes
2026-05-21,540,600,meeting,confirmed,yes
2026-05-21,660,720,customer,confirmed,yes
2026-05-21,750,780,break,confirmed,yes
2026-05-22,540,600,meeting,confirmed,yes
2026-05-22,660,720,customer,confirmed,yes
2026-05-22,750,780,break,confirmed,yes
2026-05-22,900,960,meeting,declined,yes
2026-05-25,540,600,meeting,confirmed,yes
2026-05-25,660,720,customer,confirmed,yes
2026-05-25,750,780,break,confirmed,yes
2026-05-25,900,960,meeting,declined,yes
2026-05-26,540,600,meeting,confirmed,yes
2026-05-26,660,720,customer,confirmed,yes
2026-05-26,750,780,break,confirmed,yes
2026-05-26,900,960,team,tentative,yes
2026-05-27,540,600,meeting,confirmed,yes
2026-05-27,660,720,customer,confirmed,yes
2026-05-27,750,780,break,confirmed,yes
2026-05-28,540,600,meeting,confirmed,yes
2026-05-28,660,720,customer,confirmed,yes
2026-05-28,750,780,break,confirmed,yes
2026-05-29,540,600,meeting,confirmed,yes
2026-05-29,660,720,customer,confirmed,yes
2026-05-29,750,780,break,confirmed,yes
2026-06-01,540,600,meeting,confirmed,yes
2026-06-01,660,720,customer,confirmed,yes
2026-06-01,750,780,break,confirmed,yes
2026-06-02,540,600,meeting,confirmed,yes
2026-06-02,660,720,customer,confirmed,yes
2026-06-02,750,780,break,confirmed,yes
2026-06-03,540,600,meeting,confirmed,yes
2026-06-03,660,720,customer,confirmed,yes
2026-06-03,750,780,break,confirmed,yes
2026-06-04,540,600,meeting,confirmed,yes
2026-06-04,660,720,customer,confirmed,yes
2026-06-04,750,780,break,confirmed,yes
2026-06-05,540,600,meeting,confirmed,yes
2026-06-05,660,720,customer,confirmed,yes
2026-06-05,750,780,break,confirmed,yes
2026-06-08,540,600,meeting,confirmed,yes
2026-06-08,660,720,customer,confirmed,yes
2026-06-08,750,780,break,confirmed,yes
2026-06-09,540,600,meeting,confirmed,yes
2026-06-09,660,720,customer,confirmed,yes
2026-06-09,750,780,break,confirmed,yes
2026-06-10,540,600,meeting,confirmed,yes
2026-06-10,660,720,customer,confirmed,yes
2026-06-10,750,780,break,confirmed,yes
2026-06-11,540,600,meeting,confirmed,yes
2026-06-11,660,720,customer,confirmed,yes
2026-06-11,750,780,break,confirmed,yes
2026-06-12,540,600,meeting,confirmed,yes
2026-06-12,660,720,customer,confirmed,yes
2026-06-12,750,780,break,confirmed,yes
2026-06-15,540,600,meeting,confirmed,yes
2026-06-15,660,720,customer,confirmed,yes
2026-06-15,750,780,break,confirmed,yes
2026-06-15,900,990,personal_appointment,confirmed,yes
2026-06-16,540,600,meeting,confirmed,yes
2026-06-16,660,720,customer,confirmed,yes
2026-06-16,750,780,break,confirmed,yes
2026-06-17,540,600,meeting,confirmed,yes
2026-06-17,660,720,customer,confirmed,yes
2026-06-17,750,780,break,confirmed,yes
2026-06-18,540,600,meeting,confirmed,yes
2026-06-18,660,720,customer,confirmed,yes
2026-06-18,750,780,break,confirmed,yes
2026-06-19,540,600,meeting,confirmed,yes
2026-06-19,660,720,customer,confirmed,yes
2026-06-19,750,780,break,confirmed,yes
2026-06-19,900,960,team,confirmed,no
2026-06-22,540,600,meeting,confirmed,yes
2026-06-22,660,720,customer,confirmed,yes
2026-06-22,750,780,break,confirmed,yes
2026-06-23,540,600,meeting,confirmed,yes
2026-06-23,660,720,customer,confirmed,yes
2026-06-23,750,780,break,confirmed,yes
2026-06-24,540,600,meeting,confirmed,yes
2026-06-24,660,720,customer,confirmed,yes
2026-06-24,750,780,break,confirmed,yes
2026-06-25,540,600,meeting,confirmed,yes
2026-06-25,660,720,customer,confirmed,yes
2026-06-25,750,780,break,confirmed,yes
2026-06-26,540,600,meeting,confirmed,yes
2026-06-26,660,720,customer,confirmed,yes
2026-06-26,750,780,break,confirmed,yes
2026-06-29,540,600,meeting,confirmed,yes
2026-06-29,660,720,customer,confirmed,yes
2026-06-29,750,780,break,confirmed,yes
2026-06-30,540,600,meeting,confirmed,yes
2026-06-30,660,720,customer,confirmed,yes
2026-06-30,750,780,break,confirmed,yes
